Code-1,Code-2,Bezeichnung,Richtung,Betrag
10,1001,Bauaufsicht und baurechtliche Beratung,Erträge,"2.806.432,80"
10,1001,Bauaufsicht und baurechtliche Beratung,Aufwendungen,"3.447.501,25"
10,1002,Denkmalschutz und Denkmalpflege,Erträge,"159.353,25"
10,1002,Denkmalschutz und Denkmalpflege,Aufwendungen,"776.361,93"
10,1003,Wohnen,Erträge,"450.020,73"
10,1003,Wohnen,Aufwendungen,"1.969.698,75"
11,1101,Abwasserbeseitigung,Erträge,"61.003.782,87"
11,1101,Abwasserbeseitigung,Aufwendungen,"35.984.017,09"
11,1102,Abfallwirtschaft (AWM),Erträge,"1.657.133,04"
11,1102,Abfallwirtschaft (AWM),Aufwendungen,"0,00"
12,1201,Bereitstellung von Verkehrsflächen und -anlagen,Erträge,"25.799.755,76"
12,1201,Bereitstellung von Verkehrsflächen und -anlagen,Aufwendungen,"60.027.535,86"
12,1202,Verkehrsplanung,Erträge,"1.997.213,45"
12,1202,Verkehrsplanung,Aufwendungen,"3.615.541,94"
13,1301,Grün- und Freiflächen,Erträge,"2.255.674,19"
13,1301,Grün- und Freiflächen,Aufwendungen,"13.613.960,27"
13,1302,Friedhöfe,Erträge,"1.423.862,65"
13,1302,Friedhöfe,Aufwendungen,"1.696.759,36"
13,1303,"Natur, Landschaft, Erholung, Wasserschutz",Erträge,"294.354,24"
13,1303,"Natur, Landschaft, Erholung, Wasserschutz",Aufwendungen,"2.627.671,04"
13,1304,Fließende Gewässer,Erträge,"521.134,82"
13,1304,Fließende Gewässer,Aufwendungen,"1.044.330,45"
13,1305,Wald und Forstwirtschaft,Erträge,"215.534,97"
13,1305,Wald und Forstwirtschaft,Aufwendungen,"360.859,25"
14,1401,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",Erträge,"312.815,59"
14,1401,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",Aufwendungen,"2.039.236,96"
15,1501,Anteile an Unternehmen,Erträge,"19.792.994,50"
15,1501,Anteile an Unternehmen,Aufwendungen,"10.942.178,36"
15,1502,Stadtmarketing (MM),Erträge,"0,00"
15,1502,Stadtmarketing (MM),Aufwendungen,"2.648.000,00"
15,1503,Stadthalle Hiltrup,Erträge,"175.705,22"
15,1503,Stadthalle Hiltrup,Aufwendungen,"325.413,86"
16,1601,Allgemeine Finanzwirtschaft,Erträge,"456.982.713,34"
16,1601,Allgemeine Finanzwirtschaft,Aufwendungen,"100.956.389,09"
17,1701,Rechtlich unselbständige Stiftungen,Erträge,"43.118,04"
17,1701,Rechtlich unselbständige Stiftungen,Aufwendungen,"552.172,80"
