Code-1,Code-2,Bezeichnung,Richtung,Betrag
12,1201,Bereitstellung von Verkehrsflächen und -anlagen,Erträge,"27.882.271,11"
12,1201,Bereitstellung von Verkehrsflächen und -anlagen,Aufwendungen,"60.489.861,37"
12,1202,Verkehrsplanung,Erträge,"4.468.582,32"
12,1202,Verkehrsplanung,Aufwendungen,"7.526.918,03"
13,1301,Grün- und Freiflächen,Erträge,"2.042.976,31"
13,1301,Grün- und Freiflächen,Aufwendungen,"13.569.205,81"
13,1302,Friedhöfe,Erträge,"1.551.830,56"
13,1302,Friedhöfe,Aufwendungen,"1.841.240,26"
13,1303,"Natur, Landschaft, Erholung, Wasserschutz",Erträge,"296.860,70"
13,1303,"Natur, Landschaft, Erholung, Wasserschutz",Aufwendungen,"2.831.484,86"
13,1304,Fließende Gewässer,Erträge,"613.612,61"
13,1304,Fließende Gewässer,Aufwendungen,"1.034.865,86"
13,1305,Wald und Forstwirtschaft,Erträge,"256.797,35"
13,1305,Wald und Forstwirtschaft,Aufwendungen,"446.224,67"
14,1401,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",Erträge,"530.801,16"
14,1401,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",Aufwendungen,"2.438.004,43"
15,1501,Anteile an Unternehmen,Erträge,"20.308.074,79"
15,1501,Anteile an Unternehmen,Aufwendungen,"11.982.036,99"
15,1502,Stadtmarketing (MM),Erträge,"20.600,00"
15,1502,Stadtmarketing (MM),Aufwendungen,"2.673.800,00"
15,1503,Stadthalle Hiltrup,Erträge,"255.594,88"
15,1503,Stadthalle Hiltrup,Aufwendungen,"269.573,09"
16,1601,Allgemeine Finanzwirtschaft,Erträge,"549.467.396,90"
16,1601,Allgemeine Finanzwirtschaft,Aufwendungen,"111.842.090,93"
17,1701,Rechtlich unselbständige Stiftungen,Erträge,"133.264,34"
17,1701,Rechtlich unselbständige Stiftungen,Aufwendungen,"0,00"
